task,comment,topic,pred_topic
clinc,when can i expect meal of salmon to be finished,cook time,cooking times
clinc,how long does it take to cook meal of tuscan,cook time,cooking times
clinc,tell me how long it will take to prepare a lasagna,cook time,cooking times
clinc,i want to cook a lasagna please tell me how long it will take,cook time,cooking times
clinc,how long will it take to cook a lasagna,cook time,cooking times
clinc,can you tell me how long it will take to cook a lasagna,cook time,cooking times
clinc,how long does it take to prepare a lasagna,cook time,cooking times
clinc,how long do i need to cook chicken,cook time,cooking times
clinc,how long should i boil eggs,cook time,cooking times
clinc,how long should i bake a cake,cook time,cooking times
clinc,how long does it take to cook steaks,cook time,cooking times
clinc,how long does it take to bake a cake,cook time,cooking times
clinc,how long should i cook the cookie dough,cook time,cooking times
clinc,how long should i cook my turkey,cook time,cooking times
clinc,how long do i boil eggs,cook time,cooking times
clinc,how long does it take to make mashed potatoes,cook time,cooking times
clinc,how long will it take to make an omelet,cook time,cooking times
clinc,what are the minutes needed to cook the meal,cook time,cooking times
clinc,i want to be reminded to pay the electric bill,reminder update,setting reminders
clinc,don't forget to tell me to call my mother,reminder update,making calls
clinc,remind me to put gas in my car,reminder update,setting reminders
clinc,set a reminder to buy bread,reminder update,setting reminders
clinc,make a reminder to pay the mortgage,reminder update,setting reminders
clinc,create a reminder to wash the dishes,reminder update,setting reminders
clinc,create a reminder to change my oil,reminder update,setting reminders
clinc,set a reminder for when the turkey is finished cooking,reminder update,setting reminders
clinc,make a reminder to pay my cable bill today,reminder update,setting reminders
clinc,i need a reminder to give the dog his medicine at ten tonight,reminder update,setting reminders
clinc,i don't want to forget to call mom,reminder update,setting reminders
clinc,i need a reminder to wash dishes,reminder update,setting reminders
clinc,remind me to exercise,reminder update,setting reminders
clinc,help me to remember to pick up stan later,reminder update,setting reminders
clinc,tell me later to call bill,reminder update,making calls
clinc,i need to be reminded to do something,reminder update,setting reminders
clinc,set up a new reminder to alert me when it's time to put the trash out,reminder update,setting reminders
clinc,can you remind me to finish a task,reminder update,setting reminders
clinc,please set up a reminder for me,reminder update,setting reminders
clinc,i would like you to remind me to do something,reminder update,setting reminders
clinc,i need a reminder to take dinner out of the oven,reminder update,setting reminders
clinc,create a new reminder to study for my final exams,reminder update,setting reminders
clinc,i need a reminder to alert me to wish my mom a happy birthday,reminder update,setting reminders
clinc,are you able to remind me about something,reminder update,setting reminders
clinc,set up a reminder so i don't forget the baby shower this weekend,reminder update,setting reminders
clinc,set a reminder for me to let the plumber in tomorrow,reminder update,setting reminders
clinc,i need to set a reminder to call lisa for her birthday,reminder update,setting reminders
clinc,i would like to set a reminder to bring the plants in tonight,reminder update,setting reminders
clinc,can you set a reminder alarm for me to workout,reminder update,setting reminders
clinc,please set a reminder for me to put the clothes in the dryer,reminder update,setting reminders
clinc,i need to tell you about my lost card,report lost card,reporting lost cards
clinc,"i lost my card, what do i do next",report lost card,reporting lost cards
clinc,"i have lost my card, what am i supposed to do",report lost card,reporting lost cards
clinc,where do i report that my card was lost,report lost card,reporting lost cards
clinc,who do i speak with about my card that was lost,report lost card,reporting lost cards
clinc,please help me report my lost card,report lost card,reporting lost cards
clinc,set up a report for a lost card,report lost card,reporting lost cards
clinc,can you report a lost card for me,report lost card,reporting lost cards
clinc,i lost my card and need to report it,report lost card,reporting lost cards
clinc,what is the process for reporting my card as lost,report lost card,reporting lost cards
clinc,can you tell me how to report a card lost,report lost card,reporting lost cards
clinc,please tell me how to go about reporting a lost card,report lost card,reporting lost cards
clinc,search steps for how to report a card lost,report lost card,reporting lost cards
clinc,i need to to know how to report a lost card,report lost card,reporting lost cards
clinc,my bank of america visa platinum was swiped from my belongings,report lost card,reporting lost cards
clinc,who do i call to report my card as lost,report lost card,reporting lost cards
clinc,what should i do if i need to report my card lost,report lost card,reporting lost cards
clinc,i need to report that someone ran off with my td bank card earlier,report lost card,reporting lost cards
clinc,what steps do i need to take to report a card lost,report lost card,reporting lost cards
clinc,i would like to report my american express card stolen,report lost card,reporting lost cards
clinc,how do i report that i lost my card,report lost card,reporting lost cards
clinc,how do i report that i actually lost my card,report lost card,reporting lost cards
clinc,how do i report that i lost the card,report lost card,reporting lost cards
clinc,how do i report my very lost card,report lost card,reporting lost cards
clinc,how do i report the card as lost,report lost card,reporting lost cards
clinc,"lost report card, need new one",report lost card,reporting damaged cards
clinc,my report card was stolen,report lost card,reporting lost cards
clinc,my report card was lost help!,report lost card,reporting lost cards
clinc,can i swap chili for sloppy joe mix in the recipe,ingredient substitution,recipe substitutions
clinc,can i use sugar instead of salt,ingredient substitution,recipe substitutions
clinc,can i use apples instead of oranges in this recipe,ingredient substitution,recipe substitutions
clinc,can i use skim milk instead of 2% in the recipe,ingredient substitution,recipe substitutions
clinc,is it ok to use bananas instead of oranges in the recipe,ingredient substitution,recipe substitutions
clinc,can i use lettuce instead of rice,ingredient substitution,recipe substitutions
clinc,will peas work instead of carrots,ingredient substitution,recipe substitutions
clinc,is it possible to use baking soda instead of flour,ingredient substitution,recipe substitutions
clinc,can i just use oil instead of vinegar,ingredient substitution,recipe substitutions
clinc,can i use mayo instead of miracle whip,ingredient substitution,recipe substitutions
clinc,will this recipe still be good if i use milk instead of eggs,ingredient substitution,recipe substitutions
clinc,can i use oil instead of vinegar,ingredient substitution,recipe substitutions
clinc,can i sub bacon for ham,ingredient substitution,recipe substitutions
clinc,can i use pasta sauce instead of tomato paste,ingredient substitution,recipe substitutions
clinc,can i use regular olive oil instead of virgin,ingredient substitution,recipe substitutions
clinc,is it possible to use starch instead of flour,ingredient substitution,recipe substitutions
clinc,is it okay to use butter instead of margarine,ingredient substitution,recipe substitutions
clinc,will it be ok to sub turkey for beef,ingredient substitution,recipe substitutions
clinc,can i use butter instead of margarine,ingredient substitution,recipe substitutions
clinc,is it okay to use applesauce instead of oil,ingredient substitution,recipe substitutions
clinc,"if i use applesauce instead of oil, will that mess it up",ingredient substitution,recipe substitutions
clinc,can i swap applesauce for oil,ingredient substitution,recipe substitutions
clinc,is it alright to switch applesauce for oil,ingredient substitution,recipe substitutions
clinc,will it still work if i use applesauce instead of oil,ingredient substitution,recipe substitutions
clinc,would it be ok to use butter instead of oil,ingredient substitution,recipe substitutions
clinc,is it ok to use oil spray instead of canola oil,ingredient substitution,recipe substitutions
clinc,could steak be used instead of chicken,ingredient substitution,recipe substitutions
clinc,can i substitute butter for oil,ingredient substitution,recipe substitutions
clinc,can i use red onions instead of white,ingredient substitution,recipe substitutions
clinc,can i get peppers instead of onions,ingredient substitution,recipe substitutions
clinc,i need to call my dad,make call,making calls
clinc,i need to call my friend,make call,making calls
clinc,i need to call my coworker,make call,making calls
clinc,i need to call my mom,make call,making calls
clinc,i need to call my boss,make call,making calls
clinc,i need you to call the phone company for me,make call,making calls
clinc,make a call for me to the vet,make call,making calls
clinc,dial up dominos pizza,make call,making calls
clinc,call my doctor,make call,making calls
clinc,get mom on the phone,make call,making calls
clinc,please make a call to stefan larson,make call,making calls
clinc,use phone to call alexa,make call,making calls
clinc,"computer, call alexa",make call,making calls
clinc,"computer, place a call to alexa",make call,making calls
clinc,can you call alexa,make call,making calls
clinc,call alexa at home,make call,making calls
clinc,i would like to make a call to sal,make call,making calls
clinc,i would like to make a phone call,make call,making calls
clinc,can i make a phone call,make call,making calls
clinc,i need to make a call,make call,making calls
clinc,i need you to phone sal,make call,making calls
clinc,i need to call sal,make call,making calls
clinc,i have to make a phone call,make call,making calls
clinc,i have to use the phone to make a call,make call,making calls
clinc,could you call sal,make call,making calls
clinc,call sal,make call,making calls
clinc,x needs to be called by me,make call,making calls
clinc,call to mom,make call,making calls
clinc,call mom,make call,making calls
clinc,dial her up,make call,making calls
clinc,i want to set an alarm,alarm,alarms
clinc,set an alarm for 6 am tomorrow,alarm,alarms
clinc,set an alarm for 8 tomorrow,alarm,alarms
clinc,please set an alarm,alarm,alarms
clinc,i'd love to set an alarm,alarm,alarms
clinc,i would like to have an alarm set for me,alarm,alarms
clinc,i want an alarm set,alarm,alarms
clinc,i need to set an alarm,alarm,alarms
clinc,set an alarm for ten tomorrow,alarm,alarms
clinc,set an alarm for 11 tomorrow,alarm,alarms
clinc,i want an alarm for 6 am,alarm,alarms
clinc,set an alarm for me,alarm,alarms
clinc,i wanna have an alarm,alarm,alarms
clinc,i need an alarm set now,alarm,alarms
clinc,set an alarm for 9 tomorrow,alarm,alarms
clinc,don't forget to set an alarm for noon,alarm,alarms
clinc,can you set the alarm for noon,alarm,alarms
clinc,i need to up by noon,alarm,alarms
clinc,can you wake me up at noon,alarm,alarms
clinc,set alarm for noon,alarm,alarms
clinc,wake me up with an alarm at 6am,alarm,alarms
clinc,help me wake up with an alarm at 5:30am,alarm,alarms
clinc,set an alarm to wake me up at 5:30am,alarm,alarms
clinc,set an alarm for 5am,alarm,alarms
clinc,please set the alarm,alarm,alarms
clinc,please make sure the alarm is set,alarm,alarms
clinc,could you set the alarm,alarm,alarms
clinc,set the alarm now,alarm,alarms
clinc,can you set an alarm,alarm,alarms
clinc,i need an alarm,alarm,alarms
clinc,what's on my todo list,todo list,to-do list items
clinc,let me hear my todo list,todo list,to-do list items
clinc,"did i add ""cleaning the foyer"" to my todo list yet",todo list,to-do list items
clinc,did i put grocery shopping on my todo list,todo list,to-do list items
clinc,give me my todo list,todo list,to-do list items
clinc,what things are on my todo list,todo list,to-do list items
clinc,have i told you to add washing dishes to my todo list,todo list,to-do list edits
clinc,is laundry on my todo list,todo list,to-do list items
clinc,read my todo list,todo list,to-do list items
clinc,list my todo list items,todo list,to-do list items
clinc,"is ""cleaning the bathroom"" an item on my todo list",todo list,to-do list items
clinc,tell me what's on my todo list,todo list,to-do list items
clinc,read my to-do list items,todo list,to-do list items
clinc,check on my to-do list items,todo list,to-do list items
clinc,check what is on my to-do list,todo list,to-do list items
clinc,what items are on my list of to-dos,todo list,to-do list items
clinc,what is on my to-do list,todo list,to-do list items
clinc,what kind of things do i have to do today,todo list,to-do list items
clinc,what's on my todo list for today,todo list,to-do list items
clinc,please tell me my todo list,todo list,to-do list items
clinc,is my todo list possible today,todo list,to-do list items
clinc,i really want to know my todo list again thanks,todo list,to-do list items
clinc,is it possible to read my to-do list again,todo list,to-do list items
clinc,tell me my to-do list,todo list,to-do list items
clinc,what is my to-do list like today,todo list,to-do list items
clinc,list my to-do list,todo list,to-do list items
clinc,give me my to-do list,todo list,to-do list items
clinc,what must i do today,todo list,to-do list items
clinc,is make a hair appointment on my todo list right now,todo list,to-do list items
clinc,can you see if paying garbage bill is on my todo list for this week,todo list,to-do list items
clinc,change the accent you're using,change accent,voice adjustments
clinc,start using a different accent,change accent,voice adjustments
clinc,talk to me in a different accent,change accent,voice adjustments
clinc,alter your accent,change accent,voice adjustments
clinc,change to the female voice,change accent,voice adjustments
clinc,i want to hear the female voice from now on,change accent,voice adjustments
clinc,i want the male voice,change accent,voice adjustments
clinc,could you use the female voice,change accent,voice adjustments
clinc,female voice please,change accent,voice adjustments
clinc,can you switch to the male voice,change accent,voice adjustments
clinc,the male voice please,change accent,voice adjustments
clinc,could you use the male voice,change accent,voice adjustments
clinc,i want the female voice,change accent,voice adjustments
clinc,i want you to change your accent,change accent,voice adjustments
clinc,would you please switch to the male voice,change accent,voice adjustments
clinc,i would like you to change your accent,change accent,voice adjustments
clinc,i want you to change to the male voice,change accent,voice adjustments
clinc,can you change to the male voice,change accent,voice adjustments
clinc,change to girl voice,change accent,voice adjustments
clinc,please switch to the girl voice,change accent,voice adjustments
clinc,change to the females voice please,change accent,voice adjustments
clinc,switch voice option to female,change accent,voice adjustments
clinc,change voice to female,change accent,voice adjustments
clinc,use the female voice,change accent,voice adjustments
clinc,change settings to sound like a female,change accent,voice adjustments
clinc,turn to the voice of the woman,change accent,voice adjustments
clinc,change to the woman voice,change accent,voice adjustments
clinc,"i like the female voice, switch please",change accent,voice adjustments
clinc,speak with a male british accent,change accent,voice adjustments
clinc,would you change your voice to the male british accent for me,change accent,voice adjustments
clinc,what site can i get my w2,w2,W-2 forms
clinc,where do we get our w2 forms,w2,W-2 forms
clinc,where can i get my w2,w2,W-2 forms
clinc,where can i get my w2 from,w2,W-2 forms
clinc,i would like to know where i can find my w2 for tax reasons,w2,W-2 forms
clinc,what steps do i need to take to obtain my w2 for taxes,w2,W-2 forms
clinc,what do i do if i need my w2 for my my taxes,w2,W-2 forms
clinc,how can i get get a copy of my w2 for tax purposes,w2,W-2 forms
clinc,can you tell me the process for obtaining a copy of my w2 for my taxes,w2,W-2 forms
clinc,where do i go to get that work tax form thing,w2,W-2 forms
clinc,what do i need to do to get that tax form thing from my job,w2,W-2 forms
clinc,how do i get that tax form from my employer,w2,W-2 forms
clinc,where can i find that tax form my employer gives me,w2,W-2 forms
clinc,how do i get the form to file my taxes from my employer,w2,W-2 forms
clinc,where do i look to get a w2,w2,W-2 forms
clinc,i need a w2 form from,w2,W-2 forms
clinc,can you trll me where to get my w2,w2,W-2 forms
clinc,i want to get the w-2 form,w2,W-2 forms
clinc,i wanna know where to find a w2,w2,W-2 forms
clinc,i wanna know where to get my w2,w2,W-2 forms
clinc,tell me where to a w2 form,w2,W-2 forms
clinc,i must know where to get my w2,w2,W-2 forms
clinc,i wanna get my w-2 form,w2,W-2 forms
clinc,"i need a w2, so where is it",w2,W-2 forms
clinc,where can i find a w2,w2,W-2 forms
clinc,i must get the w-2 form,w2,W-2 forms
clinc,help me get w-2 form,w2,W-2 forms
clinc,i wanna know where the w2 is,w2,W-2 forms
clinc,help me get my w-2 form,w2,W-2 forms
clinc,can't find w-2,w2,W-2 forms
clinc,when is my electric bill due by,bill due,billing due dates
clinc,when is my car insurance bill due,bill due,billing due dates
clinc,how long until my water bill is due,bill due,billing due dates
clinc,what's the latest i can pay my cellular bill,bill due,billing due dates
clinc,what's the due date for my netflix subscription,bill due,billing due dates
clinc,tell me where i can find my exterminator bill's due date,bill due,billing due dates
clinc,how do i locate the due date for my bug bill,bill due,billing due dates
clinc,where can i see the due date for auto loan bill,bill due,billing due dates
clinc,when is my cell phone due,bill due,billing due dates
clinc,i need to know where my due date is for my lawn bill,bill due,billing due dates
clinc,where can i find when my car payment bill is due,bill due,billing due dates
clinc,what's the ultimate day for me to pay the internet bill,bill due,billing due dates
clinc,tell me the last day i can pay my gas bill,bill due,billing due dates
clinc,what's the due date for my comcast bill,bill due,billing due dates
clinc,i need to know when my water bill is due,bill due,billing due dates
clinc,please tell me how to find out when my rent is due,bill due,billing due dates
clinc,i need to know when my electricity bill is due,bill due,billing due dates
clinc,can you tell me when my cable bill is due,bill due,billing due dates
clinc,i need to find out how to check the due date for the water bill,bill due,billing due dates
clinc,when does the current billing cycle end,bill due,billing due dates
clinc,is the bill due today,bill due,billing due dates
clinc,is the bill due,bill due,billing due dates
clinc,when do i have to pay my internet,bill due,billing due dates
clinc,i want to know when the deadline is to pay my car loan,bill due,billing due dates
clinc,tell me when my water bill is due,bill due,billing due dates
clinc,what day of the month do i have to pay my mortgage,bill due,billing due dates
clinc,when is my electricity due date,bill due,billing due dates
clinc,i need to know the next billing date of my american express card,bill due,billing due dates
clinc,when does my gas bill need paid by,bill due,billing due dates
clinc,when is next month's cable bill due,bill due,billing due dates
clinc,number of calories in coke,calories,calories
clinc,what kind of calories do chicken tenders have,calories,calories
clinc,calorie content of dr pepper,calories,calories
clinc,what's the calorie content of chicken nuggets,calories,calories
clinc,how many calories are in hamburgers,calories,calories
clinc,what is the calorie count for this milkshake,calories,calories
clinc,how many calories does an orange have,calories,calories
clinc,what is the total number of calories in this pizza,calories,calories
clinc,how many calories are in a burger,calories,calories
clinc,rolls have how many calories,calories,calories
clinc,what is the calorie content in bananas,calories,calories
clinc,what is the calorie content in peanut butter,calories,calories
clinc,what is the calorie content in french fries,calories,calories
clinc,what is the calorie content in potatoes,calories,calories
clinc,what is the calorie content in spaghetti,calories,calories
clinc,i need to know the calorie content of spaghetti,calories,calories
clinc,how many calories are in a sandwich,calories,calories
clinc,what number of calories are in a pizza,calories,calories
clinc,what is the number of calories in a steak,calories,calories
clinc,how many calories are in a cheeseburger,calories,calories
clinc,can you check the amount of calories in a chicken sandwich,calories,calories
clinc,what is the calorie count of a burrito,calories,calories
clinc,"calorie check, cheese burger",calories,calories
clinc,how many calories are in a taco,calories,calories
clinc,can you see how many calories are in cream of mushroom soup,calories,calories
clinc,the intake of calories it it bad,calories,calories
clinc,how much is alorie intake,calories,calories
clinc,hoq many calories does pasta have,calories,calories
clinc,how many calories can i expect to be in fries,calories,calories
clinc,what's the calorie content of french fries,calories,calories
clinc,tell me how to go about reporting a damaged card,damaged card,reporting damaged cards
clinc,my card is damaged,damaged card,reporting damaged cards
clinc,i want to report a damaged card,damaged card,reporting damaged cards
clinc,where should i report a damaged card,damaged card,reporting damaged cards
clinc,can you find out how to report a damaged card,damaged card,reporting damaged cards
clinc,my card has become too frayed and torn to use,damaged card,reporting damaged cards
clinc,what do i do about a card that's too messed up to be properly scanned,damaged card,reporting damaged cards
clinc,my card became damaged when i dropped it in the parking lot and it got ran over,damaged card,reporting damaged cards
clinc,i have a damaged card that needs replaced because my son dropped it in a blender,damaged card,reporting damaged cards
clinc,i sat on my credit card and broke it in half and need it replaced,damaged card,reporting damaged cards
clinc,my credit card got torn and i need a new one,damaged card,reporting damaged cards
clinc,what do i do with a damaged credit card,damaged card,reporting damaged cards
clinc,how do i replace a damaged card,damaged card,reporting damaged cards
clinc,i have a card that needs replaced because my wine dumped wine on it,damaged card,reporting damaged cards
clinc,i spilled wine on my credit card and now its all mushy and needs to be replaced,damaged card,reporting damaged cards
clinc,my dog swallowed my credit card and i need a new one,damaged card,reporting damaged cards
clinc,i want to report a damaged card that my cat shredded with its claws,damaged card,reporting damaged cards
clinc,i need to replace a card that my daughter spilled juice on,damaged card,reporting damaged cards
clinc,i'm unable to use my card because it's been ruined,damaged card,reporting damaged cards
clinc,i can't use my card because it’s damaged badly,damaged card,reporting damaged cards
clinc,i cannot use my card cuz it's damaged,damaged card,reporting damaged cards
clinc,i can't use my card because it’s messed up,damaged card,reporting damaged cards
clinc,i can't use my card because it’s broken,damaged card,reporting damaged cards
clinc,i can't use my card because i damaged it,damaged card,reporting damaged cards
clinc,who should i talk to about the fact that i inadvertently split my card almost in half,damaged card,reporting damaged cards
clinc,i accidentally deactivated the magnetic stripe on my visa debit card and i need to report it,damaged card,reporting damaged cards
clinc,can i talk to someone to let them know my card was damaged from being melted on a radiator,damaged card,reporting damaged cards
clinc,i would like to report a damaged card that was burnt,damaged card,reporting damaged cards
clinc,i would like to report my card damaged since i accidentally spilled gorilla glue all over it and the numbers are now obscured,damaged card,reporting damaged cards
clinc,my visa has been damaged,damaged card,reporting damaged cards
clinc,does applebees have good reviews,restaurant reviews,restaurant reviews
clinc,are the reviews ned get's good,restaurant reviews,restaurant reviews
clinc,is the review ned's have good,restaurant reviews,restaurant reviews
clinc,are ned's reviews good,restaurant reviews,restaurant reviews
clinc,are the reviews for ned's good,restaurant reviews,restaurant reviews
clinc,how are the reviews for tacos at the buffet,restaurant reviews,restaurant reviews
clinc,do they serve good tacos at the buffet,restaurant reviews,restaurant reviews
clinc,"my favorite, beef tacos at the buffet",restaurant reviews,restaurant suggestions
clinc,they sold out of tacos at the buffet,restaurant reviews,restaurant crowd levels
clinc,"yum, pulled pork tacos at the buffet",restaurant reviews,restaurant suggestions
clinc,what do people think of the new burger at mcdonalds,restaurant reviews,restaurant reviews
clinc,how are the reviews for the supreme pizza at papa john's,restaurant reviews,restaurant reviews
clinc,what are people saying about chick-fil-a's chicken nuggets,restaurant reviews,restaurant reviews
clinc,show me the reviews for the new jalapeno fries at taco bell,restaurant reviews,restaurant reviews
clinc,give me some feedback about the pasta at piada please,restaurant reviews,restaurant reviews
clinc,how is gramercy tavern rated,restaurant reviews,restaurant reviews
clinc,how many stars does babbo have,restaurant reviews,restaurant reviews
clinc,does cielo have good reviews,restaurant reviews,restaurant reviews
clinc,do people say per se is any good or not,restaurant reviews,restaurant reviews
clinc,what do food critics say about gramercy tavern,restaurant reviews,restaurant reviews
clinc,what are the reviews like for l'auberge aubergine,restaurant reviews,restaurant reviews
clinc,how many stars does brasserie les halles have,restaurant reviews,restaurant reviews
clinc,what rating do the critics give the french laundry,restaurant reviews,restaurant reviews
clinc,does acero have good or bad ratings,restaurant reviews,restaurant reviews
clinc,has the french laundry gotten good reviews lately,restaurant reviews,restaurant reviews
clinc,what kind of reviews does the olive garden have,restaurant reviews,restaurant reviews
clinc,what's the average review for olive garden,restaurant reviews,restaurant reviews
clinc,oliver garden reviews,restaurant reviews,restaurant reviews
clinc,does olive garden have good customer reviews,restaurant reviews,restaurant reviews
clinc,does olive garden have good reviews,restaurant reviews,restaurant reviews
clinc,i need my routing number for my checking account at bb&t bank,routing,routing numbers
clinc,what is my routing number to my checking account at bb&t bankj,routing,routing numbers
clinc,"tell me my routing number at my bank, community trust",routing,routing numbers
clinc,what is the routing number of my checking account at first national bankj,routing,routing numbers
clinc,"give me the routing number of my checking account at my main bank, first commerce",routing,routing numbers
clinc,what is my bank routing number,routing,routing numbers
clinc,what's my routing number,routing,routing numbers
clinc,what's wells fargo's routing number,routing,routing numbers
clinc,tell me my routing number,routing,routing numbers
clinc,where can i find my routing number,routing,routing numbers
clinc,where's the routing number for wells fargo,routing,routing numbers
clinc,where can i find wells fargo's routing number,routing,routing numbers
clinc,where is wells fargo's routing number listed,routing,routing numbers
clinc,where should i go to find the routing number for well's fargo,routing,routing numbers
clinc,is my routing number on my account page,routing,routing numbers
clinc,what is the bank's routing number,routing,routing numbers
clinc,i want to know what my routing number is,routing,routing numbers
clinc,i need a routing number,routing,routing numbers
clinc,does pnc have a routing number,routing,routing numbers
clinc,can you tell me the routing number to pnc,routing,routing numbers
clinc,can you please read me the routing number to pnc,routing,routing numbers
clinc,where can i find routing number for pnc,routing,routing numbers
clinc,what is the routing number for pnc,routing,routing numbers
clinc,i need x's routing number,routing,routing numbers
clinc,where would century bank have their routing number listed,routing,routing numbers
clinc,where do i go if i am seeking the routing number of dallas capital,routing,routing numbers
clinc,what is the location that td bank has their routing number listed,routing,routing numbers
clinc,where would the routing number for first utah be located,routing,routing numbers
clinc,tell me what my savings account routing number is,routing,routing numbers
clinc,what is chase bank's routing number,routing,routing numbers
clinc,cats or dogs are your preference,do you have pets,assistant hobbies
clinc,what kinds of pets do you own,do you have pets,assistant hobbies
clinc,do you have any pets and what kind,do you have pets,assistant capabilities
clinc,would you describe yourself as a cat or dog person,do you have pets,assistant hobbies
clinc,you have what types or kinds of pets,do you have pets,identity (human or AI)
clinc,are you a pet owner what kind,do you have pets,identity (human or AI)
clinc,do you have a pet,do you have pets,assistant capabilities
clinc,would you call yourself a cat or dog person,do you have pets,assistant hobbies
clinc,what kind of animals do you own,do you have pets,assistant hobbies
clinc,can you name the type of pets you have,do you have pets,assistant capabilities
clinc,do you have any pets,do you have pets,assistant hobbies
clinc,are you a pet owner and what kind,do you have pets,identity (human or AI)
clinc,what pets do you own,do you have pets,assistant hobbies
clinc,tell me any animals that you have as pets,do you have pets,assistant capabilities
clinc,do you have cats or dogs or something else as a pet,do you have pets,assistant hobbies
clinc,please tell me the types of pets you have,do you have pets,assistant capabilities
clinc,how would you categorize the pets you have,do you have pets,assistant capabilities
clinc,tell me about the pets you have,do you have pets,assistant hobbies
clinc,do you have friendly or unfriendly pets,do you have pets,assistant capabilities
clinc,which pets do you have,do you have pets,assistant hobbies
clinc,which type of pets do you have,do you have pets,assistant hobbies
clinc,what pets do you have,do you have pets,assistant hobbies
clinc,do you like appreciate cats or dogs more,do you have pets,assistant capabilities
clinc,do you like cats or dogs more,do you have pets,assistant hobbies
clinc,which kinds of pets do you own,do you have pets,assistant capabilities
clinc,do you prefer cats or dogs,do you have pets,assistant hobbies
clinc,do you prefer cats or dogs more,do you have pets,assistant hobbies
clinc,which kinds of pets do you have,do you have pets,assistant hobbies
clinc,do you currently have any pets,do you have pets,assistant hobbies
clinc,what is the total number of pets that you have,do you have pets,assistant capabilities
clinc,please book a meeting room for thusday at 4:00,schedule meeting,meeting room scheduling
clinc,would you please schedule a meeting room for 4:00 on thursday,schedule meeting,meeting room scheduling
clinc,could you schedule a meeting room for 4:00 on thursday,schedule meeting,meeting room scheduling
clinc,will you schedule a conference room for thursday at 4:00,schedule meeting,meeting room scheduling
clinc,can you reserve a meeting space for 4:00 on thursday,schedule meeting,meeting room scheduling
clinc,i need to know how to schedule a meeting,schedule meeting,meeting room scheduling
clinc,please help me figure out how to set up a meeting,schedule meeting,meeting room scheduling
clinc,i need assistance scheduling a meeting,schedule meeting,meeting room scheduling
clinc,walk me through the process of scheduling a meeting,schedule meeting,meeting room scheduling
clinc,help me set up a meeting please,schedule meeting,meeting room scheduling
clinc,"i need a meeting room between 3-7, are any available",schedule meeting,meeting room scheduling
clinc,can you tell me if there are meeting rooms available between 1 and 4,schedule meeting,meeting room scheduling
clinc,are meeting rooms free between 8-3,schedule meeting,meeting room scheduling
clinc,do you know if meeting rooms are open to use 1-2,schedule meeting,meeting room scheduling
clinc,can you check if meeting rooms are available between 4 and 5,schedule meeting,meeting room scheduling
clinc,meeting rooms open between one and three pm,schedule meeting,meeting room scheduling
clinc,check meeting room availability between one and three pm,schedule meeting,meeting room scheduling
clinc,what meeting rooms are available for meeting 5pm friday,schedule meeting,meeting room scheduling
clinc,"reserve a meeting room for friday, 5pm",schedule meeting,meeting room scheduling
clinc,one and three pm are there meeting rooms open,schedule meeting,meeting room scheduling
clinc,friday 5pm schedule a room for meeting,schedule meeting,meeting room scheduling
clinc,open meeting rooms from one to three pm,schedule meeting,meeting room scheduling
clinc,can you reserve a room for a friday meeting at 5pm,schedule meeting,meeting room scheduling
clinc,reserve a meeting room for 5pm on friday,schedule meeting,meeting room scheduling
clinc,check meeting rooms available between one and three pm,schedule meeting,meeting room scheduling
clinc,"i need to schedule meeting room for monday at 2:30 pm, please",schedule meeting,meeting room scheduling
clinc,i would like you to reserve a conference room for noon tomorrow,schedule meeting,meeting room scheduling
clinc,please reserve a meeting room for 1:00 pm on tuesday,schedule meeting,meeting room scheduling
clinc,"go ahead and hold a conference room for friday at 11 am, please",schedule meeting,meeting room scheduling
clinc,can you book a meeting room for friday at 9:00 am,schedule meeting,meeting room scheduling
clinc,which gas would be best,gas type,gas type for cars
clinc,what type of gas should i use,gas type,gas type for cars
clinc,which type of gas should i get,gas type,gas type for cars
clinc,can you tell me what gas this car takes,gas type,gas type for cars
clinc,can you tell me this vehicles gas type,gas type,gas type for cars
clinc,what fuel should i use for this car,gas type,gas type for cars
clinc,what kind of gas should i use for this car,gas type,gas type for cars
clinc,i need to know the gas type for this vehicle,gas type,gas type for cars
clinc,for this car what kind of fuel does it take,gas type,gas type for cars
clinc,i need to know the type of gas for this car,gas type,gas type for cars
clinc,i want to know what kind of gas this car uses,gas type,gas type for cars
clinc,what gas does this car use,gas type,gas type for cars
clinc,what fuel do i put in this car,gas type,gas type for cars
clinc,what type of gas goes into the car,gas type,gas type for cars
clinc,what type of fuel does this car utilize,gas type,gas type for cars
clinc,what type of gas do i put in this new car,gas type,gas type for cars
clinc,what type of gas do i use in this car,gas type,gas type for cars
clinc,is there a certain kind of fuel needed,gas type,gas type for cars
clinc,what gas goes in the vehicle,gas type,gas type for cars
clinc,what raiting of gas is called for,gas type,gas type for cars
clinc,what kind of gas goes in,gas type,gas type for cars
clinc,can you tell me what kind of gas your car uses,gas type,gas type for cars
clinc,what kind of gas does your car use,gas type,gas type for cars
clinc,the car you are driving uses what kind of gas,gas type,gas type for cars
clinc,what kind of gas can i put into this car,gas type,gas type for cars
clinc,which gas type goes into this car,gas type,gas type for cars
clinc,which type of gas does this car take,gas type,gas type for cars
clinc,i need gas what type do i need for this car,gas type,gas type for cars
