task,comment,topic,pred_topic
clinc,where would century bank have their routing number listed,routing,routing number details
clinc,where do i go if i am seeking the routing number of dallas capital,routing,routing number details
clinc,what is the location that td bank has their routing number listed,routing,routing number details
clinc,where would the routing number for first utah be located,routing,routing number details
clinc,tell me what my savings account routing number is,routing,routing number details
clinc,what is chase bank's routing number,routing,routing number details
clinc,cats or dogs are your preference,do you have pets,personal preferences (pets)
clinc,what kinds of pets do you own,do you have pets,personal preferences (pets)
clinc,do you have any pets and what kind,do you have pets,personal preferences (pets)
clinc,would you describe yourself as a cat or dog person,do you have pets,personal preferences (pets)
clinc,you have what types or kinds of pets,do you have pets,personal preferences (pets)
clinc,are you a pet owner what kind,do you have pets,personal preferences (pets)
clinc,do you have a pet,do you have pets,personal preferences (pets)
clinc,would you call yourself a cat or dog person,do you have pets,personal preferences (pets)
clinc,what kind of animals do you own,do you have pets,personal preferences (pets)
clinc,can you name the type of pets you have,do you have pets,personal preferences (pets)
clinc,do you have any pets,do you have pets,personal preferences (pets)
clinc,are you a pet owner and what kind,do you have pets,personal preferences (pets)
clinc,what pets do you own,do you have pets,personal preferences (pets)
clinc,tell me any animals that you have as pets,do you have pets,personal preferences (pets)
clinc,do you have cats or dogs or something else as a pet,do you have pets,personal preferences (pets)
clinc,please tell me the types of pets you have,do you have pets,personal preferences (pets)
clinc,how would you categorize the pets you have,do you have pets,personal preferences (pets)
clinc,tell me about the pets you have,do you have pets,personal preferences (pets)
clinc,do you have friendly or unfriendly pets,do you have pets,personal preferences (pets)
clinc,which pets do you have,do you have pets,personal preferences (pets)
clinc,which type of pets do you have,do you have pets,personal preferences (pets)
clinc,what pets do you have,do you have pets,personal preferences (pets)
clinc,do you like appreciate cats or dogs more,do you have pets,personal preferences (pets)
clinc,do you like cats or dogs more,do you have pets,personal preferences (pets)
clinc,which kinds of pets do you own,do you have pets,personal preferences (pets)
clinc,do you prefer cats or dogs,do you have pets,personal preferences (pets)
clinc,do you prefer cats or dogs more,do you have pets,personal preferences (pets)
clinc,which kinds of pets do you have,do you have pets,personal preferences (pets)
clinc,do you currently have any pets,do you have pets,personal preferences (pets)
clinc,what is the total number of pets that you have,do you have pets,personal preferences (pets)
clinc,please book a meeting room for thusday at 4:00,schedule meeting,scheduling meeting rooms
clinc,would you please schedule a meeting room for 4:00 on thursday,schedule meeting,scheduling meeting rooms
clinc,could you schedule a meeting room for 4:00 on thursday,schedule meeting,scheduling meeting rooms
clinc,will you schedule a conference room for thursday at 4:00,schedule meeting,scheduling meeting rooms
clinc,can you reserve a meeting space for 4:00 on thursday,schedule meeting,scheduling meeting rooms
clinc,i need to know how to schedule a meeting,schedule meeting,scheduling meeting rooms
clinc,please help me figure out how to set up a meeting,schedule meeting,scheduling meeting rooms
clinc,i need assistance scheduling a meeting,schedule meeting,scheduling meeting rooms
clinc,walk me through the process of scheduling a meeting,schedule meeting,scheduling meeting rooms
clinc,help me set up a meeting please,schedule meeting,scheduling meeting rooms
clinc,"i need a meeting room between 3-7, are any available",schedule meeting,scheduling meeting rooms
clinc,can you tell me if there are meeting rooms available between 1 and 4,schedule meeting,scheduling meeting rooms
clinc,are meeting rooms free between 8-3,schedule meeting,scheduling meeting rooms
clinc,do you know if meeting rooms are open to use 1-2,schedule meeting,scheduling meeting rooms
clinc,can you check if meeting rooms are available between 4 and 5,schedule meeting,scheduling meeting rooms
clinc,meeting rooms open between one and three pm,schedule meeting,scheduling meeting rooms
clinc,check meeting room availability between one and three pm,schedule meeting,scheduling meeting rooms
clinc,what meeting rooms are available for meeting 5pm friday,schedule meeting,scheduling meeting rooms
clinc,"reserve a meeting room for friday, 5pm",schedule meeting,scheduling meeting rooms
clinc,one and three pm are there meeting rooms open,schedule meeting,scheduling meeting rooms
clinc,friday 5pm schedule a room for meeting,schedule meeting,scheduling meeting rooms
clinc,open meeting rooms from one to three pm,schedule meeting,scheduling meeting rooms
clinc,can you reserve a room for a friday meeting at 5pm,schedule meeting,scheduling meeting rooms
clinc,reserve a meeting room for 5pm on friday,schedule meeting,scheduling meeting rooms
clinc,check meeting rooms available between one and three pm,schedule meeting,scheduling meeting rooms
clinc,"i need to schedule meeting room for monday at 2:30 pm, please",schedule meeting,scheduling meeting rooms
clinc,i would like you to reserve a conference room for noon tomorrow,schedule meeting,scheduling meeting rooms
clinc,please reserve a meeting room for 1:00 pm on tuesday,schedule meeting,scheduling meeting rooms
clinc,"go ahead and hold a conference room for friday at 11 am, please",schedule meeting,scheduling meeting rooms
clinc,can you book a meeting room for friday at 9:00 am,schedule meeting,scheduling meeting rooms
clinc,which gas would be best,gas type,gas tank info
clinc,what type of gas should i use,gas type,gas tank info
clinc,which type of gas should i get,gas type,gas tank info
clinc,can you tell me what gas this car takes,gas type,gas tank info
clinc,can you tell me this vehicles gas type,gas type,gas tank info
clinc,what fuel should i use for this car,gas type,gas tank info
clinc,what kind of gas should i use for this car,gas type,gas tank info
clinc,i need to know the gas type for this vehicle,gas type,gas tank info
clinc,for this car what kind of fuel does it take,gas type,gas tank info
clinc,i need to know the type of gas for this car,gas type,gas tank info
clinc,i want to know what kind of gas this car uses,gas type,gas tank info
clinc,what gas does this car use,gas type,gas tank info
clinc,what fuel do i put in this car,gas type,gas tank info
clinc,what type of gas goes into the car,gas type,gas tank info
clinc,what type of fuel does this car utilize,gas type,gas tank info
clinc,what type of gas do i put in this new car,gas type,gas tank info
clinc,what type of gas do i use in this car,gas type,gas tank info
clinc,is there a certain kind of fuel needed,gas type,gas tank info
clinc,what gas goes in the vehicle,gas type,gas tank info
clinc,what raiting of gas is called for,gas type,gas tank info
clinc,what kind of gas goes in,gas type,gas tank info
clinc,can you tell me what kind of gas your car uses,gas type,gas tank info
clinc,what kind of gas does your car use,gas type,gas tank info
clinc,the car you are driving uses what kind of gas,gas type,gas tank info
clinc,what kind of gas can i put into this car,gas type,gas tank info
clinc,which gas type goes into this car,gas type,gas tank info
clinc,which type of gas does this car take,gas type,gas tank info
clinc,i need gas what type do i need for this car,gas type,gas tank info
clinc,what types of gas can i get for this car,gas type,gas tank info
clinc,which type of gas does my car use,gas type,gas tank info
clinc,would a socket converter be needed in france,plug type,plug converters
clinc,how do i plug stuff in in france,plug type,plug converters
clinc,is socket converter required in france,plug type,plug converters
clinc,does france use a socket converter,plug type,plug converters
clinc,is electricity the same in france,plug type,plug converters
clinc,will i need a plug converter when i visit costa rica,plug type,plug converters
clinc,will i require a plug converter when i visit kenya,plug type,plug converters
clinc,will i need to get a plug converter when i visit guam,plug type,plug converters
clinc,do i require a plug converter when i visit puerto rico,plug type,plug converters
clinc,will i need to have a plug converter when i visit madrid,plug type,plug converters
clinc,z uses which type of plug,plug type,plug converters
clinc,what sort of plug is used in the caribbean,plug type,plug converters
clinc,which plug is used in japan,plug type,plug converters
clinc,plug used in china,plug type,plug converters
clinc,what kind of plug is used in england,plug type,plug converters
clinc,what do i need for a plug in wales,plug type,plug converters
clinc,does z used the same plus as we do in the united states,plug type,plug converters
clinc,can i used the same type of plug in z as i do in the us,plug type,plug converters
clinc,electrical plugs used in that country,plug type,plug converters
clinc,are the electric plugs the same over in that country,plug type,plug converters
clinc,what kind of electrical outlet does that country use,plug type,plug converters
clinc,do i need a converter for my electronics when i go to that coutntry,plug type,plug converters
clinc,can i plug in my electronics there like normal,plug type,plug converters
clinc,is a socket converter necessary if i'm travelling to london,plug type,plug converters
clinc,are socket converters something i need to bring if going to australia,plug type,plug converters
clinc,can i use electronic devices in mexico without a socket converter,plug type,plug converters
clinc,are socket converters needed if i'm going to cape town,plug type,plug converters
clinc,does sweden use the same kind of socket or do i need a converter,plug type,plug converters
clinc,what plug type is used internationally,plug type,plug converters
clinc,what's the plug type in honduras,plug type,plug converters
clinc,when would you change my tires,tire change,tire replacement timing
clinc,when is the next time i should get my tires changed,tire change,tire replacement timing
clinc,how soon should i get my tires changed,tire change,tire replacement timing
clinc,how often should i get my tires changed,tire change,tire replacement timing
clinc,do you know when i should get my tires changed next,tire change,tire replacement timing
clinc,when should my tires be changed,tire change,tire replacement timing
clinc,i need to know when i should change my tires,tire change,tire replacement timing
clinc,how soon till i need to change my tires,tire change,tire replacement timing
clinc,can you tell me when my tires have to be changed,tire change,tire replacement timing
clinc,am i almost due for a tire change,tire change,tire replacement timing
clinc,when is my car due for an tire change,tire change,tire replacement timing
clinc,how do i know when to get the tires changed on my car,tire change,tire replacement timing
clinc,how often should my tires be changed,tire change,tire replacement timing
clinc,how often should i change the tires on my car,tire change,tire replacement timing
clinc,i replaced tires last june when should i do it again,tire change,tire replacement timing
clinc,on feb 3rd i changed my tires are they still good,tire change,tire replacement timing
clinc,my tires are 29 months old should u change them,tire change,tire replacement timing
clinc,when do my tires need changing after i replaced them last week,tire change,tire replacement timing
clinc,in september i changed my tires are they in need of changing,tire change,tire replacement timing
clinc,how do i know if it is time to replace my tires,tire change,tire replacement timing
clinc,how long does the average set of tire last before needing replacement,tire change,tire replacement timing
clinc,how long are my tires expected to last before needing to be replaced,tire change,tire replacement timing
clinc,how many miles are my tires rated for,tire change,car gas mileage
clinc,what is the time for a tire change,tire change,tire replacement timing
clinc,my tires should be changed when,tire change,tire replacement timing
clinc,tell me when to get my tires changed,tire change,tire replacement timing
clinc,when is it time for a change in tires,tire change,tire replacement timing
clinc,what is the timeframe for getting my tires changed,tire change,tire replacement timing
clinc,tell me when i'll need new tires,tire change,tire replacement timing
clinc,when will my tires need to be changed,tire change,tire replacement timing
clinc,convert 200 us dollars to british pounds,exchange rate,currency exchange rates
clinc,how many japanese yen are in a us dollar,exchange rate,currency exchange rates
clinc,how much is 5 us dollars worth in canadian dollars,exchange rate,currency exchange rates
clinc,can you tell me what 100 british pounds equals in us dollars,exchange rate,currency exchange rates
clinc,what is the exchange rate between us dollars and japanese yen,exchange rate,currency exchange rates
clinc,whats the current exchange rate between usd and eur,exchange rate,currency exchange rates
clinc,what's the exhange rate between mxn and gbp,exchange rate,currency exchange rates
clinc,what is the current exchange rate between mxn and eur,exchange rate,currency exchange rates
clinc,what's the exchange rate between ils and usd,exchange rate,currency exchange rates
clinc,what is the usd mxn exchange rate,exchange rate,currency exchange rates
clinc,how many mexican pesos is a us dollar worth,exchange rate,currency exchange rates
clinc,how much is one us dollar in british pounds,exchange rate,currency exchange rates
clinc,whats the exchange rate for us dollars to british pounds,exchange rate,currency exchange rates
clinc,what is a british pound worth in mexican pesos,exchange rate,currency exchange rates
clinc,how many mexican pesos can i get for one us dollar,exchange rate,currency exchange rates
clinc,look up the rate of exchange between pesos and usd,exchange rate,currency exchange rates
clinc,find me the exchange rate between usd and cad,exchange rate,currency exchange rates
clinc,what is the exchange rate between euros and pesos,exchange rate,currency exchange rates
clinc,tell me the current exchange rate between cad and euros,exchange rate,currency exchange rates
clinc,what is the present exchange rate between usd and british pound,exchange rate,currency exchange rates
clinc,convert 20 yen to dollars,exchange rate,currency exchange rates
clinc,how many dollars can i get for 20 yen,exchange rate,currency exchange rates
clinc,how many dollars is 20 yen worth,exchange rate,currency exchange rates
clinc,20 yen is how many dollars,exchange rate,currency exchange rates
clinc,20 yen equals how many dollars,exchange rate,currency exchange rates
clinc,is $30 usd more or less in canada,exchange rate,currency exchange rates
clinc,"in canadian dollars, what is $30",exchange rate,currency exchange rates
clinc,what is the conversion of $30 in canadian dollars,exchange rate,currency exchange rates
clinc,can you please convert $30 usd to canadian dollars,exchange rate,currency exchange rates
clinc,how much is $30 usd in canadian dollar,exchange rate,currency exchange rates
clinc,on what day is our next free day,next holiday,upcoming holidays
clinc,on what day is our next day off,next holiday,upcoming holidays
clinc,what day is our next day off,next holiday,upcoming holidays
clinc,is our next day off soon,next holiday,upcoming holidays
clinc,do you know when our next day off is,next holiday,upcoming holidays
clinc,when are we off work next,next holiday,upcoming holidays
clinc,when is the next day we have off,next holiday,upcoming holidays
clinc,when will our next day off be,next holiday,upcoming holidays
clinc,are there any holidays coming and when,next holiday,upcoming holidays
clinc,how many holidays are there and when is the next one here,next holiday,upcoming holidays
clinc,for the holidays when is the next one we do here,next holiday,upcoming holidays
clinc,what holiday is next and when,next holiday,upcoming holidays
clinc,how long before the next holiday here,next holiday,upcoming holidays
clinc,what's the wait period until the next day off,next holiday,upcoming holidays
clinc,when will my next vacation day be,next holiday,vacation day inquiries
clinc,how long do i have to wait to get a day off,next holiday,upcoming holidays
clinc,when's the next day off,next holiday,upcoming holidays
clinc,how many days left until the next day out of work,next holiday,upcoming holidays
clinc,tell me the next holiday,next holiday,upcoming holidays
clinc,tell me how long until the next day off,next holiday,upcoming holidays
clinc,i got to know how long until the next day off,next holiday,upcoming holidays
clinc,i wanna know how long until the next day off,next holiday,upcoming holidays
clinc,i need to know how long until the next day off,next holiday,upcoming holidays
clinc,i wanna know the next holiday,next holiday,upcoming holidays
clinc,let me know how long until the next day off,next holiday,upcoming holidays
clinc,i wish to know the next holiday,next holiday,upcoming holidays
clinc,i must know the next holiday,next holiday,upcoming holidays
clinc,i would like to know the next holiday,next holiday,upcoming holidays
clinc,find the next holiday,next holiday,upcoming holidays
clinc,when is the soonest holiday,next holiday,upcoming holidays
clinc,turn volume up to 4,change volume,volume control
clinc,adjust volume setting to 4,change volume,volume control
clinc,keep volume at 4 all the time,change volume,volume control
clinc,put volume setting on number 4,change volume,volume control
clinc,please make sure the volume stays at 4,change volume,volume control
clinc,put the volume to 4,change volume,volume control
clinc,volume to 4,change volume,volume control
clinc,turn down your speaker,change volume,volume control
clinc,decrease your decibel level,change volume,voice settings
clinc,be more quiet,change volume,voice settings
clinc,please lower the sound,change volume,volume control
clinc,speak up,change volume,volume control
clinc,not so loud,change volume,volume control
clinc,quieter please,change volume,voice speed
clinc,increase the volume,change volume,volume control
clinc,turn up the volume,change volume,volume control
clinc,speak louder please,change volume,volume control
clinc,please lower your volume,change volume,volume control
clinc,louder please,change volume,volume control
clinc,turn down the volume,change volume,volume control
clinc,can you speak quieter,change volume,voice settings
clinc,turn to volume 4,change volume,volume control
clinc,set 4 as the volume,change volume,volume control
clinc,turn volume to 4,change volume,volume control
clinc,volume 4 set,change volume,volume control
clinc,volume set to 4,change volume,volume control
clinc,i can't hear you and need you to turn up the volume,change volume,volume control
clinc,turn up your speaker volume,change volume,volume control
clinc,can you speak louder,change volume,volume control
clinc,can you turn up the volume for your speaker,change volume,volume control
clinc,who is in charge of you when you work,who do you work for,AI boss/company
clinc,who is responsible for your employment,who do you work for,AI boss/company
clinc,who do you report to for your work,who do you work for,AI boss/company
clinc,let me know who your boss is,who do you work for,AI boss/company
clinc,i want to know who your boss is,who do you work for,AI boss/company
clinc,would you let me know who your boss is,who do you work for,AI boss/company
clinc,i would like to know who your boss is,who do you work for,AI boss/company
clinc,are you my insubordinate,who do you work for,AI identification
clinc,does someone else control you,who do you work for,AI capabilities
clinc,do i own you,who do you work for,AI capabilities
clinc,what firm do you work for,who do you work for,AI boss/company
clinc,do you take your orders from me,who do you work for,AI capabilities
clinc,do i control you,who do you work for,AI capabilities
clinc,am i in charge of you,who do you work for,AI capabilities
clinc,is there another person that controls you,who do you work for,AI boss/company
clinc,who do you take your orders from,who do you work for,AI boss/company
clinc,would you consider someone else your boss,who do you work for,AI boss/company
clinc,do you take orders from someone else,who do you work for,AI boss/company
clinc,who controls you,who do you work for,AI boss/company
clinc,who's your boss,who do you work for,AI boss/company
clinc,what company do you work for,who do you work for,AI boss/company
clinc,who employs you,who do you work for,AI boss/company
clinc,where do you work,who do you work for,AI boss/company
clinc,who is it that you work for,who do you work for,AI boss/company
clinc,whom do you work for,who do you work for,AI boss/company
clinc,who is your job with,who do you work for,AI boss/company
clinc,what company are you employed by,who do you work for,AI boss/company
clinc,what is the name of the place you work at,who do you work for,AI boss/company
clinc,what's your boss's name,who do you work for,AI boss/company
clinc,who can i talk to above you,who do you work for,AI boss/company
clinc,what's the most i can charge on my card,credit limit,credit limit inquiries
clinc,how much do i have available on my visa card,credit limit,bank balance inquiries
clinc,what is my visa credit limit,credit limit,credit limit inquiries
clinc,how much of a credit limit does visa allow,credit limit,credit limit inquiries
clinc,is there a substantial credit limit on my visa,credit limit,credit limit inquiries
clinc,as my visa got a high enough limit on it,credit limit,credit limit inquiries
clinc,what is my credit max,credit limit,credit limit inquiries
clinc,what is my credit card spending limit,credit limit,credit limit inquiries
clinc,what's my daily spending limit,credit limit,credit limit inquiries
clinc,tell me my credit limit,credit limit,credit limit inquiries
clinc,how much credit do i have on my discover card,credit limit,credit limit inquiries
clinc,do i have a monthly spending limit,credit limit,spending history
clinc,what's the limit on my discover card,credit limit,credit limit inquiries
clinc,is there a spending limit,credit limit,spending history
clinc,what is my credit limit on my discover,credit limit,credit limit inquiries
clinc,what's my spending limit on my discover,credit limit,credit limit inquiries
clinc,how much is my maximum to spend on credit cards,credit limit,credit limit inquiries
clinc,what's my discover credit limit,credit limit,credit limit inquiries
clinc,how much can i use on my visa,credit limit,credit limit inquiries
clinc,my visa has what limit,credit limit,credit limit inquiries
clinc,tell me my visa limit,credit limit,credit limit inquiries
clinc,look up how high my visa limit is,credit limit,credit limit inquiries
clinc,what is the limit on my visa,credit limit,credit limit inquiries
clinc,what is my state bank of india card credit limit,credit limit,credit limit inquiries
clinc,calculate the limit i have available for spending on my natwest card,credit limit,credit limit inquiries
clinc,tell me my hsbc card credit limit,credit limit,credit limit inquiries
clinc,what's the spending limit on my lloyds card,credit limit,credit limit inquiries
clinc,i need you to tell me the credit limit for my republic bank card,credit limit,credit limit inquiries
clinc,how high is my credit limit,credit limit,credit limit inquiries
clinc,i want to know my credit limit,credit limit,credit limit inquiries
clinc,is the resataurant busy at 5:00 pm,how busy,restaurant waiting times
clinc,how busy is the cafe at 7:00,how busy,restaurant waiting times
clinc,would tio's be crowded at 7,how busy,restaurant waiting times
clinc,can i get a table for four at 8:00,how busy,restaurant table reservation
clinc,is the friday's full after 4,how busy,restaurant waiting times
clinc,how long is the wait at fridays,how busy,restaurant waiting times
clinc,is the mexican place crowded at night,how busy,restaurant waiting times
clinc,what is the best time to go to get a burger without a line,how busy,restaurant waiting times
clinc,how long before i can eat at chic fil a,how busy,restaurant waiting times
clinc,how long to be seated at carrabas,how busy,restaurant waiting times
clinc,is the wait at pizza hut long,how busy,restaurant waiting times
clinc,is the breakfast place full in the mornings,how busy,restaurant waiting times
clinc,is the wait more than an hour at the italian place,how busy,restaurant waiting times
clinc,tell me how busy red robin is at 5 pm,how busy,restaurant waiting times
clinc,i wanna know how busy denny's is at 5 am,how busy,restaurant waiting times
clinc,i need to know how busy denny's is at 6 am,how busy,restaurant waiting times
clinc,how busy is red robin around 5 pm,how busy,restaurant waiting times
clinc,so how busy is the outback steakhouse at 5 pm,how busy,restaurant waiting times
clinc,tell me mr joes pizza average wait time,how busy,restaurant waiting times
clinc,is mr joes pizza available for a seating,how busy,restaurant table reservation
clinc,does mr joes pizza usually have a long wait,how busy,restaurant waiting times
clinc,can you find out the waiting times for mr joes pizza,how busy,restaurant waiting times
clinc,what's the typical wait time for mr joes pizza,how busy,restaurant waiting times
clinc,how busy is cheesecake factory right now,how busy,restaurant waiting times
clinc,how long is the wait at cheesecake factory,how busy,restaurant waiting times
clinc,how long will i have to wait at cheesecake factory,how busy,restaurant waiting times
clinc,is cheesecake factory busy right now,how busy,restaurant waiting times
clinc,check how busy cheesecake factory is,how busy,restaurant waiting times
clinc,is there a long wait at chili's around 5:00,how busy,restaurant waiting times
clinc,can i do a reservation at sammy's crab shack,accept reservations,restaurant table reservation
clinc,does bill's house of chop suey accept reservations,accept reservations,restaurant reservations
clinc,check if bj's takes reservations,accept reservations,restaurant reservations
clinc,does bj's take reservations,accept reservations,restaurant reservations
clinc,will bj's take reservations,accept reservations,restaurant reservations
clinc,do you know if i can make reservations at bj's,accept reservations,restaurant reservations
clinc,tell me if the new york restaurant takes reservations,accept reservations,restaurant reservations
clinc,can i reserve tables at the new york restaurant,accept reservations,restaurant table reservation
clinc,i want to know if the new york restaurant takes reservations,accept reservations,restaurant reservations
clinc,does the new york restaurant take reservations,accept reservations,restaurant reservations
clinc,is it possible to make reservations at the new york restaurant,accept reservations,restaurant reservations
clinc,do you have any idea if the flying wing does reservations,accept reservations,restaurant reservations
clinc,does village inn let you make reservations,accept reservations,restaurant reservations
clinc,is it possible to get reservations at ihop,accept reservations,restaurant reservations
clinc,is it possible to reserve a table at white castle,accept reservations,restaurant table reservation
clinc,do you think they'll let me reserve a table at the olive garden,accept reservations,restaurant table reservation
clinc,do they take reservations at applebeesi,accept reservations,restaurant reservations
clinc,does applebees do reservations,accept reservations,restaurant reservations
clinc,can applebees take reservations,accept reservations,restaurant reservations
clinc,can i get reservations at applebees,accept reservations,restaurant reservations
clinc,does applebees take reservations,accept reservations,restaurant reservations
clinc,tell me if taco bell takes reservations,accept reservations,restaurant reservations
clinc,any clue as to if taco bell takes reservations,accept reservations,restaurant reservations
clinc,do you know if taco bell takes reservations,accept reservations,restaurant reservations
clinc,any idea as to if taco bell takes reservations,accept reservations,restaurant reservations
clinc,do you know if l'arpege will ask for reservations,accept reservations,restaurant reservations
clinc,will we have to make reservations for roca,accept reservations,restaurant reservations
clinc,does osteria francescana take reservations,accept reservations,restaurant reservations
clinc,do you have any idea if central needs reservations,accept reservations,restaurant reservations
clinc,eleven madison park takes reservations right,accept reservations,restaurant reservations
clinc,where is my order now,order status,order tracking
clinc,tell me all updates about my order's status,order status,order tracking
clinc,is my order on its way or what's going on,order status,order tracking
clinc,how is my order doing right now,order status,order tracking
clinc,locate my package,order status,order tracking
clinc,can you monitor my package's progress,order status,order tracking
clinc,track my order,order status,order tracking
clinc,tell me where my package is currently,order status,order tracking
clinc,where is my package en route,order status,order tracking
clinc,give me the status of my order,order status,order tracking
clinc,when will i get my order,order status,order tracking
clinc,tell me where my order is,order status,order tracking
clinc,what is the status of the order i placed with you yesterday,order status,order tracking
clinc,what's the updated status of my order,order status,order tracking
clinc,can you help with delivery tracking,order status,order tracking
clinc,i need a delivery tracked,order status,order tracking
clinc,i need to track my order,order status,order tracking
clinc,i placed an order and i need it tracked,order status,order tracking
clinc,could you track an order for me,order status,order tracking
clinc,has my package been sent,order status,order tracking
clinc,what time is my package getting here,order status,order tracking
clinc,how's my amazon order doing,order status,order tracking
clinc,i need to track a package,order status,order tracking
clinc,i want to track a package i should be getting,order status,order tracking
clinc,please track my order,order status,order tracking
clinc,can you tell me when my item will get here,order status,order tracking
clinc,can you tell me where my item is,order status,order tracking
clinc,what's up with my order,order status,order tracking
clinc,are they any updates on my order,order status,order tracking
clinc,i need to track the status of my order,order status,order tracking
clinc,i'm struggling to remind myself the pin number to my card,pin change,account PIN updates
clinc,i'm having trouble remembering the pin number to my card,pin change,account PIN updates
clinc,the pin number to my card has been forgotten,pin change,account PIN updates
clinc,i don't remember the pin number to my card,pin change,account PIN updates
clinc,i do not recall the pin number to my card,pin change,account PIN updates
clinc,change the pin on my savings account to 1234,pin change,account PIN updates
clinc,i want to change my savings account pin to 1234,pin change,account PIN updates
clinc,make 1234 a new pin for my savings account,pin change,account PIN updates
clinc,make 1234 the pin on my savings account,pin change,account PIN updates
clinc,can you make 1234 the pin for my savings account,pin change,account PIN updates
clinc,make my pin 1234 for my checking account,pin change,account PIN updates
clinc,go my to checking account and switch my pin to 1234,pin change,account PIN updates
clinc,access my checking account and update my pin to 1234,pin change,account PIN updates
clinc,correct my account pin to 1234 on my checking account,pin change,account PIN updates
clinc,modify my account pin to 1234 on my checking account,pin change,account PIN updates
clinc,tell me the pin number for my checking account,pin change,account PIN updates
clinc,please give me the pin number for my checking account,pin change,account PIN updates
clinc,i need the pin number for my checking account,pin change,account PIN updates
clinc,does my checking account have a pin number,pin change,account PIN updates
clinc,what's the pin number for my checking account,pin change,account PIN updates
clinc,change the code of my savings account to be 1234,pin change,account PIN updates
clinc,alter the pin on my savings account to be 1234,pin change,account PIN updates
clinc,what exactly is my pin,pin change,account PIN updates
clinc,how do i change the account pin number for me,pin change,account PIN updates
clinc,please tell me how do i change the account pin number,pin change,account PIN updates
clinc,good speaking to you,goodbye,goodbye
clinc,it was really awesome to talk to you,goodbye,thank you
clinc,it was great to speak with you,goodbye,goodbye
clinc,it was great to talk to you,goodbye,goodbye
clinc,bye bye then,goodbye,goodbye
clinc,it was very good to talk to you,goodbye,goodbye
clinc,good bye then,goodbye,goodbye
clinc,bye,goodbye,goodbye
clinc,regards,goodbye,place a call
clinc,catch you later,goodbye,goodbye
clinc,"great talk, thanks",goodbye,thank you
clinc,later,goodbye,alarms
clinc,goodbye,goodbye,goodbye
clinc,see you later,goodbye,goodbye
clinc,"enjoy your day, goodbye",goodbye,goodbye
clinc,thank you goodbye,goodbye,thank you
clinc,"have a good day, bye",goodbye,goodbye
clinc,that will be all have a nice day!,goodbye,goodbye
clinc,"i enjoyed talking to you, bye",goodbye,goodbye
clinc,it was great talking to you,goodbye,goodbye
clinc,nice seeing you bye,goodbye,goodbye
clinc,it was nice to chat,goodbye,goodbye
clinc,it was a pleasure talking to you,goodbye,thank you
clinc,ok good chatting goodbye,goodbye,goodbye
clinc,thanks bye bye!,goodbye,goodbye
clinc,"that's all i need, i'm going now",goodbye,goodbye
clinc,"talk to you soon, bye!",goodbye,goodbye
clinc,"thanks for your help, goodbye!",goodbye,goodbye
clinc,good bye,goodbye,goodbye
clinc,signing off,goodbye,goodbye
clinc,why is my bank account locked,account blocked,bank account issues
clinc,how do i unlock my bank account,account blocked,bank account issues
clinc,can you unlock my bank account,account blocked,bank account issues
clinc,how did my bank account get frozen,account blocked,freeze account
clinc,can you help me unlock my bank account,account blocked,bank account issues
clinc,call my bank and ask them why my account is frozen,account blocked,bank account issues
clinc,check with my bank to see why my account is frozen,account blocked,bank account issues
clinc,do you know why my bank account is frozen,account blocked,bank account issues
clinc,why did my bank place a hold on my bank account,account blocked,bank account issues
clinc,are there any problems with my bank account,account blocked,bank account issues
clinc,how can i unfreeze my bank account,account blocked,bank account issues
clinc,why is there a stop on my deposit account,account blocked,bank account issues
clinc,why can't i use my money market account,account blocked,bank account issues
clinc,why is there a delay on my checking account,account blocked,bank account issues
clinc,why is my checking account not working,account blocked,bank account issues
clinc,what could cause a hold on my savings account,account blocked,bank account issues
clinc,what caused a hold on my us bank account,account blocked,bank account issues
clinc,can you check and see why us bank put a hold on my account,account blocked,bank account issues
clinc,why does us bank have a hold on my account,account blocked,bank account issues
clinc,reasons that us bank would place a hold on my account,account blocked,bank account issues
clinc,check to see why us bank placed a hold on my account,account blocked,bank account issues
clinc,"is there a problem with my account, it appears to be blocked",account blocked,bank account issues
clinc,"what is up with my account, why is it blocked",account blocked,bank account issues
clinc,there seems to be an issue with my account,account blocked,bank account issues
clinc,can you help me unblock my account,account blocked,bank account issues
clinc,"can you check what the problem with my account is, it seems to b e blocked",account blocked,bank account issues
clinc,is there a reason you put a hold on my chase account,account blocked,bank account issues
clinc,why can't i access my chase account,account blocked,bank account issues
clinc,how come my chase account has a hold on it,account blocked,bank account issues
clinc,i'd like to know what song this is,what song,identify playing song
clinc,what is this song name,what song,identify playing song
clinc,i need to know this song,what song,identify playing song
clinc,what is the name of this song that's on right now,what song,identify playing song
clinc,i need to know the title of this song,what song,identify playing song
clinc,find out what song is currently on the speakers,what song,identify playing song
clinc,look up the name of this song,what song,identify playing song
clinc,can you identify this song for me,what song,identify playing song
clinc,tell me what this song is called,what song,identify playing song
clinc,please identify the song we're currently listening to,what song,identify playing song
clinc,what is the title of the song we're listening to right now,what song,identify playing song
clinc,look up the song that's on right now,what song,identify playing song
clinc,can you identify this song that's playing,what song,identify playing song
clinc,find out what song this is,what song,identify playing song
clinc,i need to know what song this is that we're listening to,what song,identify playing song
clinc,tell me the song that is currently playing,what song,identify playing song
clinc,can you identify this song playing through the speaker right now,what song,identify playing song
